date_time,is_holiday,humidity,wind_speed,wind_direction,visibility_in_miles,dew_point,temperature,rain_p_h,snow_p_h,clouds_all,weather_type,air_pollution_index,traffic_volume
2012-11-25 10:00:00,None,74,3,50,4,4,265.24,0.0,0.0,20,Clouds,263,2918
2012-11-25 11:00:00,None,74,3,20,6,6,266.31,0.0,0.0,75,Clouds,264,3413
2012-11-25 12:00:00,None,74,3,50,7,7,267.37,0.0,0.0,90,Clouds,297,3724
2012-11-25 13:00:00,None,74,3,40,7,7,268.13,0.0,0.0,90,Clouds,161,3949
2012-11-25 14:00:00,None,74,2,360,8,8,268.93,0.0,0.0,90,Clouds,208,4076
2012-11-25 15:00:00,None,74,3,50,7,7,269.41,0.0,0.0,90,Clouds,208,4729
2012-11-25 16:00:00,None,80,4,70,6,6,270.1,0.0,0.0,90,Clouds,184,4880
2012-11-25 17:00:00,None,80,3,90,1,1,270.37,0.0,0.0,90,Clouds,279,4435
2012-11-25 18:00:00,None,80,3,80,5,5,270.61,0.0,0.0,90,Clouds,189,3749
2012-11-25 19:00:00,None,80,3,70,1,1,270.98,0.0,0.0,90,Clouds,227,3381
2012-11-25 20:00:00,None,74,5,110,3,3,271.02,0.0,0.0,90,Clouds,127,2809
2012-11-25 21:00:00,None,74,1,100,5,5,270.98,0.0,0.0,90,Clouds,32,2150
2012-11-25 22:00:00,None,74,4,80,7,7,270.97,0.0,0.0,90,Snow,134,1533
2012-11-25 23:00:00,None,74,3,120,2,2,270.97,0.0,0.0,40,Clouds,93,925
2012-11-26 00:00:00,None,80,5,120,2,2,271.25,0.0,0.0,90,Clouds,208,524
2012-11-26 01:00:00,None,74,4,110,9,9,271.34,0.0,0.0,90,Clouds,196,293
2012-11-26 02:00:00,None,74,4,130,7,7,271.79,0.0,0.0,90,Clouds,101,258
2012-11-26 03:00:00,None,80,2,150,3,3,271.75,0.0,0.0,90,Clouds,191,337
2012-11-26 04:00:00,None,86,5,140,5,5,271.62,0.0,0.0,90,Clouds,236,771
2012-11-26 05:00:00,None,86,5,150,7,7,271.48,0.0,0.0,90,Clouds,208,2496
2012-11-26 06:00:00,None,86,4,140,1,1,271.14,0.0,0.0,90,Clouds,244,5529
2012-11-26 07:00:00,None,86,5,140,6,6,270.77,0.0,0.0,90,Clouds,53,6752
2012-11-26 08:00:00,None,86,6,130,5,5,270.73,0.0,0.0,90,Clouds,85,5787
2012-11-26 09:00:00,None,100,6,140,9,9,270.89,0.0,0.0,90,Clouds,150,4699
2012-11-26 10:00:00,None,93,3,140,8,8,270.97,0.0,0.0,90,Clouds,191,4271
2012-11-26 11:00:00,None,100,4,130,6,6,270.64,0.0,0.0,90,Clouds,128,4314
2012-11-26 12:00:00,None,100,5,140,7,7,270.39,0.0,0.0,90,Clouds,49,4603
2012-11-26 13:00:00,None,93,3,130,2,2,271.26,0.0,0.0,86,Clouds,269,4816
2012-11-26 15:00:00,None,93,5,130,6,6,271.65,0.0,0.0,75,Snow,253,5449
2012-11-26 16:00:00,None,100,6,130,6,6,271.6,0.0,0.0,90,Clouds,138,6238
2012-11-26 17:00:00,None,100,6,140,5,5,271.36,0.0,0.0,75,Clouds,15,5761
2012-11-26 18:00:00,None,93,6,130,3,3,271.32,0.0,0.0,90,Clouds,75,4022
2012-11-26 19:00:00,None,94,5,145,6,6,271.29,0.0,0.0,90,Clouds,228,2874
2012-11-26 20:00:00,None,95,4,160,3,3,271.29,0.0,0.0,90,Clouds,155,2362
2012-11-26 21:00:00,None,95,4,160,8,8,270.6,0.0,0.0,90,Clouds,243,2098
2012-11-26 22:00:00,None,95,0,158,8,8,269.59,0.0,0.0,90,Clouds,38,1342
2012-11-26 23:00:00,None,87,2,190,7,7,268.57,0.0,0.0,90,Clouds,170,944
2012-11-27 00:00:00,None,87,3,170,9,9,267.12,0.0,0.0,90,Clouds,140,459
2012-11-27 01:00:00,None,87,2,160,8,8,265.53,0.0,0.0,75,Clouds,157,303
2012-11-27 02:00:00,None,87,2,160,1,1,264.4,0.0,0.0,75,Snow,91,247
2012-11-27 03:00:00,None,81,2,250,9,9,262.98,0.0,0.0,40,Clouds,92,337
2012-11-27 04:00:00,None,87,1,260,5,5,262.44,0.0,0.0,40,Snow,82,781
2012-11-27 05:00:00,None,81,0,0,8,8,261.77,0.0,0.0,90,Snow,223,2601
2012-11-27 06:00:00,None,87,0,0,5,5,261.27,0.0,0.0,90,Snow,35,5639
2012-11-27 07:00:00,None,93,0,0,3,3,260.62,0.0,0.0,75,Clouds,299,6768
2012-11-27 08:00:00,None,93,1,230,9,9,260.47,0.0,0.0,40,Clouds,80,6116
2012-11-27 09:00:00,None,93,0,0,4,4,261.12,0.0,0.0,1,Clear,186,5215
2012-11-27 10:00:00,None,100,2,290,6,6,262.6,0.0,0.0,1,Clear,98,4315
2012-11-27 11:00:00,None,100,2,330,4,4,263.5,0.0,0.0,1,Clear,186,4497
2012-11-27 12:00:00,None,100,0,0,2,2,264.4,0.0,0.0,1,Clear,36,4799
2012-11-27 13:00:00,None,100,0,0,8,8,265.23,0.0,0.0,1,Clear,298,4884
2012-11-27 14:00:00,None,100,0,0,9,9,266.06,0.0,0.0,1,Clear,72,5234
2012-11-27 15:00:00,None,100,0,0,1,1,266.17,0.0,0.0,1,Clear,28,5665
2012-11-27 16:00:00,None,100,0,0,5,5,266.01,0.0,0.0,1,Clear,287,6428
2012-11-27 17:00:00,None,100,0,0,7,7,264.93,0.0,0.0,1,Clear,76,6092
2012-11-27 18:00:00,None,100,0,0,4,4,264.26,0.0,0.0,1,Clear,247,4317
2012-11-27 19:00:00,None,100,0,0,9,9,263.8,0.0,0.0,1,Clear,146,3137
2012-11-27 20:00:00,None,100,0,0,7,7,263.33,0.0,0.0,1,Clear,172,2647
2012-11-27 21:00:00,None,100,3,150,8,8,263.47,0.0,0.0,1,Clear,37,2194
2012-11-27 22:00:00,None,100,3,160,5,5,263.55,0.0,0.0,1,Clear,265,1523
2012-11-27 23:00:00,None,100,3,130,7,7,263.83,0.0,0.0,1,Clear,121,949
2012-11-28 00:00:00,None,93,3,140,6,6,264.18,0.0,0.0,1,Clear,249,510
2012-11-28 01:00:00,None,93,3,90,5,5,264.21,0.0,0.0,20,Clouds,252,342
2012-11-28 02:00:00,None,93,5,120,6,6,264.75,0.0,0.0,75,Clouds,162,245
2012-11-28 03:00:00,None,100,5,130,4,4,264.94,0.0,0.0,75,Clouds,274,352
2012-11-28 04:00:00,None,100,3,130,8,8,265.07,0.0,0.0,40,Clouds,61,759
2012-11-28 05:00:00,None,100,4,130,9,9,265.25,0.0,0.0,75,Clouds,274,2638
2012-11-28 06:00:00,None,93,4,120,5,5,264.84,0.0,0.0,40,Clouds,63,5816
2012-11-28 07:00:00,None,93,4,120,9,9,265.03,0.0,0.0,20,Clouds,142,6995
2012-11-28 08:00:00,None,93,4,140,1,1,265.28,0.0,0.0,75,Clouds,200,6071
2012-11-28 09:00:00,None,93,4,120,5,5,267.05,0.0,0.0,40,Clouds,133,5228
2012-11-28 10:00:00,None,100,4,120,8,8,268.83,0.0,0.0,75,Clouds,227,4570
2012-11-28 11:00:00,None,87,5,140,8,8,270.43,0.0,0.0,90,Clouds,80,4809
2012-11-28 12:00:00,None,100,5,140,7,7,272.28,0.0,0.0,90,Clouds,223,4839
2012-11-28 13:00:00,None,93,6,150,6,6,273.82,0.0,0.0,90,Clouds,42,4837
2012-11-28 14:00:00,None,93,6,150,8,8,275.34,0.0,0.0,75,Clouds,180,5290
2012-11-28 15:00:00,None,100,6,150,9,9,276.01,0.0,0.0,90,Clouds,246,5621
2012-11-28 16:00:00,None,96,5,155,5,5,275.25,0.0,0.0,40,Clouds,111,6116
2012-11-28 17:00:00,None,93,5,160,2,2,273.84,0.0,0.0,75,Clouds,19,5813
2012-11-28 18:00:00,None,100,4,160,1,1,272.17,0.0,0.0,40,Clouds,50,4314
2012-11-28 19:00:00,None,100,3,150,6,6,270.99,0.0,0.0,20,Clouds,135,3077
2012-11-28 20:00:00,None,100,3,180,5,5,270.23,0.0,0.0,1,Clear,282,2691
2012-11-28 21:00:00,None,100,3,210,3,3,269.63,0.0,0.0,1,Clear,20,2297
2012-11-28 22:00:00,None,93,4,240,5,5,269.59,0.0,0.0,1,Clear,204,1568
2012-11-28 23:00:00,None,82,5,250,8,8,269.52,0.0,0.0,1,Clear,29,1020
2012-11-29 00:00:00,None,66,7,270,6,6,269.69,0.0,0.0,20,Clouds,282,561
2012-11-29 01:00:00,None,66,3,290,6,6,269.84,0.0,0.0,90,Clouds,244,358
2012-11-29 02:00:00,None,66,5,280,2,2,269.7,0.0,0.0,90,Clouds,236,279
2012-11-29 03:00:00,None,76,6,280,9,9,269.73,0.0,0.0,90,Clouds,236,363
2012-11-29 04:00:00,None,70,5,270,5,5,269.51,0.0,0.0,90,Clouds,281,784
2012-11-29 05:00:00,None,70,2,240,6,6,269.29,0.0,0.0,90,Clouds,288,2612
2012-11-29 06:00:00,None,65,3,240,7,7,269.29,0.0,0.0,90,Clouds,133,5608
2012-11-29 07:00:00,None,65,5,250,6,6,269.56,0.0,0.0,90,Clouds,204,7020
2012-11-29 08:00:00,None,60,4,250,4,4,269.6,0.0,0.0,90,Clouds,80,6072
2012-11-29 09:00:00,None,60,3,250,3,3,270.12,0.0,0.0,90,Clouds,241,5403
2012-11-29 10:00:00,None,54,5,265,3,3,270.96,0.0,0.0,75,Clouds,182,4566
2012-11-29 11:00:00,None,48,6,280,3,3,271.43,0.0,0.0,75,Clouds,212,4906
2012-11-29 12:00:00,None,52,7,270,1,1,273.12,0.0,0.0,75,Clouds,42,5081
2012-11-29 13:00:00,None,60,2,270,6,6,273.26,0.0,0.0,1,Clear,220,5101
2012-11-29 14:00:00,None,64,4,280,3,3,274.36,0.0,0.0,75,Clouds,191,5463
2012-11-29 15:00:00,None,69,5,280,3,3,274.33,0.0,0.0,75,Clouds,250,5945
2012-11-29 16:00:00,None,69,3,280,2,2,273.67,0.0,0.0,16,Clouds,60,6489
2012-11-29 17:00:00,None,69,4,280,8,8,272.98,0.0,0.0,90,Clouds,38,6078
2012-11-29 18:00:00,None,63,3,280,9,9,272.48,0.0,0.0,90,Clouds,15,4522
2012-11-29 19:00:00,None,58,6,290,4,4,272.56,0.0,0.0,90,Clouds,142,3293
2012-11-29 20:00:00,None,68,5,290,9,9,272.93,0.0,0.0,90,Clouds,105,2913
2012-11-29 21:00:00,None,68,5,300,6,6,273.13,0.0,0.0,16,Clouds,91,2571
2012-11-29 23:00:00,None,50,5,310,2,2,273.92,0.0,0.0,16,Clouds,286,1070
2012-11-30 00:00:00,None,50,5,310,2,2,273.92,0.0,0.0,16,Clouds,226,591
2012-11-30 01:00:00,None,47,6,320,5,5,270.47,0.0,0.0,6,Clear,289,382
2012-11-30 02:00:00,None,47,4,330,4,4,270.47,0.0,0.0,6,Clear,140,340
2012-11-30 03:00:00,None,46,5,310,5,5,270.47,0.0,0.0,6,Clear,95,381
2012-11-30 04:00:00,None,50,5,310,9,9,270.47,0.0,0.0,6,Clear,102,784
2012-11-30 05:00:00,None,53,3,330,3,3,270.47,0.0,0.0,6,Clear,80,2468
2012-11-30 06:00:00,None,53,3,330,1,1,270.47,0.0,0.0,6,Clear,200,5503
2012-11-30 07:00:00,None,58,2,330,5,5,271.22,0.0,0.0,59,Clouds,223,6615
2012-11-30 08:00:00,None,58,2,340,3,3,271.22,0.0,0.0,59,Clouds,56,5913
2012-11-30 09:00:00,None,53,2,0,3,3,271.22,0.0,0.0,59,Clouds,227,5171
2012-11-30 10:00:00,None,57,3,360,5,5,271.22,0.0,0.0,59,Clouds,98,4840
2012-11-30 11:00:00,None,62,2,20,2,2,271.22,0.0,0.0,59,Clouds,284,5263
2012-11-30 13:00:00,None,62,1,30,8,8,276.53,0.0,0.0,75,Clouds,236,5446
2012-11-30 14:00:00,None,62,2,60,7,7,276.41,0.0,0.0,75,Clouds,226,5746
2012-11-30 15:00:00,None,67,2,70,6,6,275.76,0.0,0.0,90,Clouds,249,6110
2012-11-30 16:00:00,None,73,2,70,8,8,275.24,0.0,0.0,90,Clouds,179,6749
2012-11-30 17:00:00,None,67,2,120,7,7,274.48,0.0,0.0,90,Clouds,241,5518
2012-11-30 18:00:00,None,73,3,110,5,5,273.88,0.0,0.0,90,Clouds,117,5420
2012-11-30 19:00:00,None,73,5,110,7,7,273.45,0.0,0.0,90,Clouds,242,3618
2012-11-30 20:00:00,None,73,4,130,3,3,272.8,0.0,0.0,90,Clouds,179,3020
2012-11-30 21:00:00,None,67,5,140,2,2,272.38,0.0,0.0,90,Clouds,144,2987
2012-11-30 22:00:00,None,58,4,140,6,6,272.33,0.0,0.0,90,Clouds,140,2644
2012-11-30 23:00:00,None,58,6,110,9,9,272.14,0.0,0.0,90,Clouds,46,1799
2012-12-01 00:00:00,None,50,6,120,8,8,272.0,0.0,0.0,90,Clouds,268,1103
2012-12-01 01:00:00,None,47,7,130,6,6,272.13,0.0,0.0,90,Clouds,133,702
2012-12-01 02:00:00,None,47,6,120,8,8,271.81,0.0,0.0,90,Clouds,272,588
2012-12-01 03:00:00,None,43,6,130,4,4,271.63,0.0,0.0,90,Clouds,226,411
2012-12-01 04:00:00,None,43,7,140,8,8,271.54,0.0,0.0,90,Clouds,179,384
2012-12-01 05:00:00,None,43,8,130,1,1,271.68,0.0,0.0,90,Clouds,107,748
2012-12-01 06:00:00,None,47,8,140,1,1,272.23,0.0,0.0,90,Clouds,195,1274
2012-12-01 07:00:00,None,47,9,140,7,7,272.53,0.0,0.0,90,Haze,222,2192
2012-12-01 08:00:00,None,47,8,160,1,1,273.09,0.0,0.0,90,Haze,241,2953
2012-12-01 08:00:00,None,47,8,150,5,5,273.09,0.0,0.0,90,Mist,176,2953
2012-12-01 09:00:00,None,51,5,150,3,3,273.42,0.0,0.0,90,Haze,170,3648
2012-12-01 09:00:00,None,51,10,160,4,4,273.42,0.0,0.0,90,Mist,293,3648
2012-12-01 10:00:00,None,55,8,150,2,2,273.79,0.0,0.0,90,Haze,193,3971
2012-12-01 10:00:00,None,60,5,150,5,5,273.79,0.0,0.0,90,Mist,34,3971
2012-12-01 11:00:00,None,60,6,150,8,8,274.06,0.0,0.0,90,Haze,151,4618
2012-12-01 11:00:00,None,60,4,150,7,7,274.06,0.0,0.0,90,Mist,192,4618
2012-12-01 12:00:00,None,56,4,170,3,3,274.38,0.0,0.0,90,Haze,93,5161
2012-12-01 12:00:00,None,61,4,190,1,1,274.38,0.0,0.0,90,Mist,240,5161
2012-12-01 13:00:00,None,65,4,170,2,2,274.57,0.0,0.0,90,Haze,232,4986
2012-12-01 13:00:00,None,73,4,180,9,9,274.57,0.0,0.0,90,Mist,167,4986
2012-12-01 14:00:00,None,81,4,190,5,5,274.84,0.0,0.0,90,Haze,194,4919
2012-12-01 14:00:00,None,75,4,230,3,3,274.84,0.0,0.0,90,Mist,192,4919
2012-12-01 15:00:00,None,65,6,290,9,9,274.72,0.0,0.0,90,Haze,94,4819
2012-12-01 15:00:00,None,60,7,280,1,1,274.72,0.0,0.0,90,Mist,74,4819
2012-12-01 16:00:00,None,56,6,300,3,3,274.56,0.0,0.0,90,Haze,61,5085
2012-12-01 16:00:00,None,60,6,300,7,7,274.56,0.0,0.0,90,Mist,12,5085
2012-12-01 17:00:00,None,60,4,300,7,7,274.56,0.0,0.0,90,Clouds,86,5231
2012-12-01 18:00:00,None,56,4,280,2,2,274.38,0.0,0.0,90,Haze,144,4788
2012-12-01 18:00:00,None,60,6,290,7,7,274.38,0.0,0.0,90,Mist,79,4788
2012-12-01 19:00:00,None,60,6,280,5,5,274.04,0.0,0.0,90,Mist,171,3288
2012-12-01 19:00:00,None,60,5,280,8,8,274.04,0.0,0.0,90,Haze,105,3288
2012-12-01 20:00:00,None,59,5,310,9,9,273.86,0.0,0.0,90,Mist,25,2746
2012-12-01 20:00:00,None,64,4,300,2,2,273.86,0.0,0.0,90,Haze,239,2746
2012-12-01 21:00:00,None,69,5,310,1,1,273.86,0.0,0.0,90,Mist,276,2616
2012-12-01 22:00:00,None,74,2,300,3,3,273.86,0.0,0.0,90,Mist,15,2489
2012-12-01 23:00:00,None,74,4,320,9,9,274.0,0.0,0.0,90,Mist,119,1917
2012-12-02 00:00:00,None,74,4,330,6,6,274.01,0.0,0.0,90,Mist,152,1341
2012-12-02 01:00:00,None,73,2,310,5,5,274.52,0.0,0.0,90,Mist,164,825
2012-12-02 02:00:00,None,79,2,280,9,9,274.8,0.0,0.0,90,Mist,216,627
2012-12-02 03:00:00,None,73,2,290,8,8,275.18,0.0,0.0,90,Mist,175,339
2012-12-02 04:00:00,None,79,2,310,3,3,275.59,0.0,0.0,90,Mist,269,301
2012-12-02 05:00:00,None,79,1,310,7,7,275.91,0.0,0.0,90,Mist,182,447
2012-12-02 06:00:00,None,79,0,0,5,5,275.73,0.0,0.0,90,Mist,130,667
2012-12-02 07:00:00,None,79,0,0,2,2,275.86,0.0,0.0,90,Mist,149,1029
2012-12-02 08:00:00,None,79,0,0,8,8,276.24,0.0,0.0,90,Mist,177,1613
2012-12-02 10:00:00,None,79,0,0,3,3,277.86,0.0,0.0,100,Rain,93,3179
2012-12-02 11:00:00,None,74,0,0,3,3,277.86,0.0,0.0,100,Rain,203,3642
2012-12-02 12:00:00,None,68,0,0,3,3,279.43,0.0,0.0,100,Rain,285,3770
2012-12-02 13:00:00,None,68,2,0,3,3,279.85,0.0,0.0,90,Mist,277,3924
2012-12-02 13:00:00,None,68,3,320,9,9,279.85,0.0,0.0,90,Haze,47,3924
2012-12-02 14:00:00,None,68,4,310,7,7,280.55,0.0,0.0,90,Mist,251,3696
2012-12-02 14:00:00,None,92,2,360,1,1,280.55,0.0,0.0,90,Haze,208,3696
2012-12-02 15:00:00,None,92,2,360,7,7,280.8,0.0,0.0,90,Mist,14,4329
2012-12-02 15:00:00,None,79,2,10,6,6,280.8,0.0,0.0,90,Haze,112,4329
2012-12-02 16:00:00,None,83,2,14,6,6,280.8,0.0,0.0,90,Haze,147,4135
2012-12-02 16:00:00,None,87,2,19,1,1,280.8,0.0,0.0,90,Mist,75,4135
2012-12-02 17:00:00,None,87,2,19,4,4,280.65,0.0,0.0,90,Haze,76,3938
2012-12-02 17:00:00,None,87,2,19,1,1,280.65,0.0,0.0,90,Mist,279,3938
2012-12-02 18:00:00,None,87,2,19,2,2,279.0,0.0,0.0,90,Haze,56,3243
2012-12-02 18:00:00,None,87,2,19,9,9,279.0,0.0,0.0,90,Mist,189,3243
2012-12-02 19:00:00,None,86,1,38,3,3,277.24,0.0,0.0,40,Mist,77,2731
2012-12-02 20:00:00,None,85,1,57,6,6,276.8,0.0,0.0,90,Mist,124,2319
2012-12-02 21:00:00,None,85,1,57,2,2,276.38,0.0,0.0,90,Mist,35,2093
2012-12-02 22:00:00,None,85,1,57,4,4,276.55,0.0,0.0,90,Mist,56,2350
2012-12-02 23:00:00,None,85,1,57,3,3,276.01,0.0,0.0,75,Mist,216,930
2012-12-02 23:00:00,None,85,1,57,3,3,276.01,0.0,0.0,75,Rain,82,930
2012-12-03 00:00:00,None,85,1,57,3,3,274.55,0.0,0.0,20,Mist,268,496
2012-12-03 00:00:00,None,70,2,126,5,5,274.55,0.0,0.0,20,Fog,39,496
2012-12-03 01:00:00,None,70,2,126,6,6,273.38,0.0,0.0,1,Fog,12,273
2012-12-03 01:00:00,None,70,2,126,1,1,273.38,0.0,0.0,1,Mist,18,273
2012-12-03 02:00:00,None,70,2,126,1,1,272.68,0.0,0.0,1,Mist,17,234
2012-12-03 02:00:00,None,70,2,126,1,1,272.68,0.0,0.0,1,Fog,18,234
2012-12-03 03:00:00,None,70,2,126,1,1,272.45,0.0,0.0,1,Mist,161,291
2012-12-03 03:00:00,None,62,2,127,4,4,272.45,0.0,0.0,1,Fog,151,291
2012-12-03 04:00:00,None,62,2,127,3,3,271.65,0.0,0.0,20,Mist,283,802
2012-12-03 04:00:00,None,62,1,150,3,3,271.65,0.0,0.0,20,Fog,36,802
2012-12-03 05:00:00,None,62,2,120,2,2,271.25,0.0,0.0,90,Fog,80,2518
2012-12-03 06:00:00,None,86,3,120,6,6,271.06,0.0,0.0,90,Fog,228,5506
2012-12-03 07:00:00,None,86,2,120,2,2,271.48,0.0,0.0,90,Fog,299,6393
2012-12-03 08:00:00,None,86,4,100,9,9,271.33,0.0,0.0,90,Fog,265,5800
2012-12-03 08:00:00,None,86,4,100,5,5,271.33,0.0,0.0,90,Mist,112,5800
2012-12-03 09:00:00,None,80,4,100,2,2,271.94,0.0,0.0,90,Fog,156,5064
2012-12-03 09:00:00,None,80,5,110,9,9,271.94,0.0,0.0,90,Mist,167,5064
2012-12-03 10:00:00,None,80,4,110,4,4,273.36,0.0,0.0,90,Mist,149,4442
2012-12-03 10:00:00,None,80,4,100,3,3,273.36,0.0,0.0,90,Fog,152,4442
2012-12-03 11:00:00,None,92,4,110,7,7,274.34,0.0,0.0,90,Mist,118,4544
2012-12-03 11:00:00,None,100,4,100,5,5,274.34,0.0,0.0,90,Fog,73,4544
2012-12-03 12:00:00,None,92,3,90,8,8,274.89,0.0,0.0,90,Fog,280,4777
2012-12-03 12:00:00,None,92,6,100,7,7,274.89,0.0,0.0,90,Mist,195,4777
2012-12-03 13:00:00,None,92,5,100,1,1,275.01,0.0,0.0,90,Mist,10,4810
2012-12-03 13:00:00,None,92,5,110,9,9,275.01,0.0,0.0,90,Fog,16,4810
2012-12-03 14:00:00,None,100,6,100,6,6,276.07,0.0,0.0,90,Mist,10,5310
2012-12-03 15:00:00,None,100,5,90,9,9,276.06,0.0,0.0,90,Mist,270,5678
2012-12-03 16:00:00,None,100,5,90,9,9,275.85,0.0,0.0,90,Mist,56,6334
2012-12-03 17:00:00,None,100,6,100,2,2,275.78,0.0,0.0,90,Mist,275,5914
2012-12-03 18:00:00,None,100,6,90,2,2,275.83,0.0,0.0,90,Mist,11,4179
2012-12-03 19:00:00,None,100,6,100,9,9,276.06,0.0,0.0,90,Mist,32,3076
2012-12-03 20:00:00,None,100,4,80,1,1,276.44,0.0,0.0,75,Mist,93,2478
2012-12-03 21:00:00,None,100,4,70,6,6,277.14,0.0,0.0,90,Mist,213,2159
2012-12-03 22:00:00,None,100,5,60,2,2,277.33,0.0,0.0,75,Mist,236,1399
2012-12-03 23:00:00,None,100,4,50,7,7,277.41,0.0,0.0,75,Mist,261,1006
2012-12-04 00:00:00,None,92,5,30,9,9,277.83,0.0,0.0,40,Mist,160,516
2012-12-04 01:00:00,None,100,5,10,4,4,278.49,0.0,0.0,75,Mist,256,346
2012-12-04 02:00:00,None,100,5,10,9,9,279.15,0.0,0.0,90,Mist,26,253
2012-12-04 03:00:00,None,100,6,360,7,7,279.82,0.0,0.0,75,Mist,11,347
2012-12-04 04:00:00,None,92,5,360,1,1,280.51,0.0,0.0,90,Mist,206,802
2012-12-04 05:00:00,None,92,9,350,1,1,281.03,0.0,0.0,90,Mist,278,2638
2012-12-04 07:00:00,None,92,6,340,1,1,282.45,0.0,0.0,90,Mist,70,7051
2012-12-04 08:00:00,None,92,9,330,7,7,283.32,0.0,0.0,90,Mist,276,6112
2012-12-04 09:00:00,None,85,8,320,1,1,283.74,0.0,0.0,90,Drizzle,106,5388
2012-12-04 09:00:00,None,85,7,330,3,3,283.74,0.0,0.0,90,Mist,292,5388
2012-12-04 10:00:00,None,85,6,320,4,4,284.35,0.0,0.0,90,Mist,256,4489
2012-12-04 10:00:00,None,92,4,310,7,7,284.35,0.0,0.0,90,Drizzle,44,4489
2012-12-04 11:00:00,None,85,4,290,6,6,284.95,0.0,0.0,90,Rain,283,4731
2012-12-04 11:00:00,None,85,3,310,9,9,284.95,0.0,0.0,90,Mist,77,4731
2012-12-04 11:00:00,None,92,4,320,4,4,284.95,0.0,0.0,90,Drizzle,198,4731
2012-12-04 12:00:00,None,92,4,320,7,7,285.11,0.0,0.0,90,Mist,50,4816
2012-12-04 13:00:00,None,85,3,320,6,6,285.0,0.0,0.0,75,Haze,105,4918
2012-12-04 14:00:00,None,85,3,290,5,5,284.74,0.0,0.0,75,Clouds,180,5292
2012-12-04 15:00:00,None,85,2,310,6,6,284.6,0.0,0.0,75,Clouds,76,5657
2012-12-04 16:00:00,None,78,3,310,5,5,283.7,0.0,0.0,40,Clouds,128,6647
2012-12-04 17:00:00,None,72,2,0,5,5,281.44,0.0,0.0,20,Clouds,180,6434
2012-12-04 18:00:00,None,72,2,0,6,6,280.78,0.0,0.0,1,Clear,195,4551
2012-12-04 19:00:00,None,72,3,220,4,4,279.48,0.0,0.0,1,Clear,79,3186
2012-12-04 20:00:00,None,78,4,220,4,4,279.19,0.0,0.0,1,Clear,254,2773
2012-12-04 21:00:00,None,77,4,220,6,6,278.97,0.0,0.0,1,Clear,168,2360
2012-12-04 22:00:00,None,77,2,220,1,1,279.14,0.0,0.0,1,Clear,293,1811
2012-12-04 23:00:00,None,84,2,210,3,3,278.98,0.0,0.0,1,Clear,116,2544
2012-12-05 01:00:00,None,91,1,210,6,6,278.44,0.0,0.0,1,Clear,45,381
2012-12-05 02:00:00,None,84,1,140,5,5,277.08,0.0,0.0,1,Clear,204,264
2012-12-05 03:00:00,None,84,1,170,8,8,276.05,0.0,0.0,1,Clear,277,341
2012-12-05 04:00:00,None,84,2,120,2,2,274.88,0.0,0.0,1,Clear,85,783
2012-12-05 05:00:00,None,84,3,110,1,1,273.75,0.0,0.0,1,Clear,289,2612
2012-12-05 06:00:00,None,91,3,120,3,3,272.42,0.0,0.0,1,Clear,89,5900
2012-12-05 07:00:00,None,78,2,120,6,6,271.56,0.0,0.0,20,Clouds,107,5922
2012-12-05 08:00:00,None,92,1,130,8,8,270.85,0.0,0.0,20,Clouds,291,6888
2012-12-05 09:00:00,None,85,0,0,7,7,271.19,0.0,0.0,1,Clear,127,5345
2012-12-05 10:00:00,None,85,0,0,5,5,271.25,0.0,0.0,1,Clear,232,4536
2012-12-05 11:00:00,None,92,3,270,6,6,272.11,0.0,0.0,1,Clear,261,4757
2012-12-05 12:00:00,None,92,1,240,9,9,272.82,0.0,0.0,1,Clear,89,4961
2012-12-05 13:00:00,None,92,2,250,4,4,272.92,0.0,0.0,1,Clear,179,4967
2012-12-05 14:00:00,None,85,2,250,7,7,272.86,0.0,0.0,1,Clear,166,5346
2012-12-05 15:00:00,None,92,3,230,5,5,272.51,0.0,0.0,1,Clear,11,5867
2012-12-05 16:00:00,None,75,2,192,4,4,271.39,0.0,0.0,1,Clear,212,6605
2012-12-05 17:00:00,None,80,2,234,6,6,270.08,0.0,0.0,1,Clear,267,6074
2012-12-05 18:00:00,None,85,3,276,4,4,269.27,0.0,0.0,1,Clear,260,4557
2012-12-05 19:00:00,None,85,3,276,9,9,268.62,0.0,0.0,1,Clear,155,3177
2012-12-05 20:00:00,None,68,3,212,9,9,267.8,0.0,0.0,1,Clear,284,2788
2012-12-05 21:00:00,None,73,0,236,2,2,267.34,0.0,0.0,1,Clear,28,2416
2012-12-05 22:00:00,None,77,0,224,4,4,267.41,0.0,0.0,1,Clear,261,1946
2012-12-05 23:00:00,None,81,0,224,9,9,267.04,0.0,0.0,40,Clouds,293,1056
2012-12-06 00:00:00,None,81,0,224,2,2,266.24,0.0,0.0,40,Clouds,59,536
2012-12-06 01:00:00,None,85,2,220,5,5,266.08,0.0,0.0,40,Clouds,146,348
2012-12-06 02:00:00,None,78,1,250,4,4,265.62,0.0,0.0,40,Clouds,235,273
2012-12-06 03:00:00,None,85,0,0,7,7,265.22,0.0,0.0,40,Clouds,230,382
2012-12-06 04:00:00,None,85,0,0,9,9,265.26,0.0,0.0,40,Clouds,122,780
2012-12-06 05:00:00,None,92,0,0,4,4,265.26,0.0,0.0,40,Clouds,158,2627
